Name,UID,Code,Parent UID,Short name,Description,Opening date,Closed date,Comment,Feature type,,URL,Contact person,Address,Email,Phone number,,,
Khcheay Khang Lech,,VL705010200,juEYt4ASwiP,,,,,,,"[104.458001,10.742465]",,,,,,VLVL705010200,,70501
Trapeang Ruessei,,VL705010300,juEYt4ASwiP,,,,,,,"[104.475861,10.75399]",,,,,,VLVL705010300,,70501
Krang Ampov,,VL705010400,juEYt4ASwiP,,,,,,,"[104.488308,10.75421]",,,,,,VLVL705010400,,70501
Thum Thmei,,VL705010500,TDB91jforJF,,,,,,,"[104.432208,10.714112]",,,,,,VLVL705010500,,70502
Chrak Kaes,,VL705020100,TDB91jforJF,,,,,,,"[104.468884,10.705947]",,,,,,VLVL705020100,,70502
Trapeang Mnoas,,VL705020200,TDB91jforJF,,,,,,,"[104.454996,10.699592]",,,,,,VLVL705020200,,70502
Khcheay Khang Cheung,,VL705020300,TDB91jforJF,,,,,,,"[104.468386,10.687153]",,,,,,VLVL705020300,,70502
Trapeang Veaeng Khang Kaeut,,VL705020400,TDB91jforJF,,,,,,,"[104.466691,10.678938]",,,,,,VLVL705020400,,70502
Trapeang Veaeng Khang Lech,,VL705020500,TDB91jforJF,,,,,,,"[104.455335,10.678295]",,,,,,VLVL705020500,,70502
Srov Leu,,VL705020600,TDB91jforJF,,,,,,,"[104.478358,10.694812]",,,,,,VLVL705020600,,70502
Khcheay Khang Tboung,,VL705020700,TDB91jforJF,,,,,,,"[104.473958,10.674845]",,,,,,VLVL705020700,,70502
Preaek Pok,,VL705020800,TDB91jforJF,,,,,,,"[104.450488,10.678847]",,,,,,VLVL705020800,,70502
Preaek Kokir,,VL705020900,TDB91jforJF,,,,,,,"[104.482875,10.684528]",,,,,,VLVL705020900,,70502
Srov Kraom,,VL705021000,TDB91jforJF,,,,,,,"[104.484888,10.6783]",,,,,,VLVL705021000,,70502
Prey Khmum,,VL705021100,dvcSJV9Hu5R,,,,,,,"[104.456052,10.655542]",,,,,,VLVL705021100,,70503
Prey Samnang Leu,,VL705030100,dvcSJV9Hu5R,,,,,,,"[104.466904,10.666965]",,,,,,VLVL705030100,,70503
Prey Samnang Kraom,,VL705030200,dvcSJV9Hu5R,,,,,,,"[104.469392,10.650482]",,,,,,VLVL705030200,,70503
Kamraeng Krasang,,VL705030300,dvcSJV9Hu5R,,,,,,,"[104.487417,10.658805]",,,,,,VLVL705030300,,70503
Damnak,,VL705030400,dvcSJV9Hu5R,,,,,,,"[104.477141,10.652874]",,,,,,VLVL705030400,,70503
Damnak Trayueng,,VL705030500,c3k4WiSVVyp,,,,,,,"[104.480935,10.642272]",,,,,,VLVL705030500,,70504
Chhlit Kraom,,VL705040100,c3k4WiSVVyp,,,,,,,"[104.479786,10.640334]",,,,,,VLVL705040100,,70504
Chhlit Leu,,VL705040200,c3k4WiSVVyp,,,,,,,"[104.469249,10.648275]",,,,,,VLVL705040200,,70504
Trapeang Andoung,,VL705040300,c3k4WiSVVyp,,,,,,,"[104.459145,10.638617]",,,,,,VLVL705040300,,70504
Prey Krang Khang Cheung,,VL705040400,y1yspSreSLj,,,,,,,"[104.406435,10.739685]",,,,,,VLVL705040400,,70505
Prey Krang Khang Tboung,,VL705050100,y1yspSreSLj,,,,,,,"[104.398453,10.724729]",,,,,,VLVL705050100,,70505
Krang Leav,,VL705050200,y1yspSreSLj,,,,,,,"[104.407323,10.757774]",,,,,,VLVL705050200,,70505
Trapeang Chhuk,,VL705050300,y1yspSreSLj,,,,,,,"[104.370247,10.717321]",,,,,,VLVL705050300,,70505
Sophi,,VL705050400,gol74TBoRoQ,,,,,,,"[104.442534,10.693231]",,,,,,VLVL705050400,,70506
Prei Pir,,VL705060100,gol74TBoRoQ,,,,,,,"[104.435461,10.680882]",,,,,,VLVL705060100,,70506
Prean Tum,,VL705060200,gol74TBoRoQ,,,,,,,"[104.441362,10.674191]",,,,,,VLVL705060200,,70506
Trapeang Chranieng,,VL705060300,gol74TBoRoQ,,,,,,,"[104.435541,10.667272]",,,,,,VLVL705060300,,70506
Trapeang Kdar,,VL705060400,AJ4jUUtG2K9,,,,,,,"[104.444072,10.642037]",,,,,,VLVL705060400,,70507
Khpos,,VL705070100,AJ4jUUtG2K9,,,,,,,"[104.440599,10.651644]",,,,,,VLVL705070100,,70507
Ou Ruessei,,VL705070200,AJ4jUUtG2K9,,,,,,,"[104.441905,10.657335]",,,,,,VLVL705070200,,70507
Phnum Touch,,VL705070300,xFTIj9tLPZt,,,,,,,"[104.50672,10.759385]",,,,,,VLVL705070300,,70508
Tuol Khpos,,VL705080100,xFTIj9tLPZt,,,,,,,"[104.482959,10.721435]",,,,,,VLVL705080100,,70508
Changkieng Khang Kaeut,,VL705080200,xFTIj9tLPZt,,,,,,,"[104.508017,10.698405]",,,,,,VLVL705080200,,70508
Changkieng Khang Lech,,VL705080300,xFTIj9tLPZt,,,,,,,"[104.48256,10.708285]",,,,,,VLVL705080300,,70508
Sdok Thlok,,VL705080400,xFTIj9tLPZt,,,,,,,"[104.5028,10.723376]",,,,,,VLVL705080400,,70508
Damrei Leng,,VL705080500,xFTIj9tLPZt,,,,,,,"[104.50068,10.7058]",,,,,,VLVL705080500,,70508
Trapeang Niel,,VL705080600,xFTIj9tLPZt,,,,,,,"[104.503796,10.740787]",,,,,,VLVL705080600,,70508
Ou Kandal,,VL705080700,xFTIj9tLPZt,,,,,,,"[104.475277,10.721052]",,,,,,VLVL705080700,,70508
Khcheay Khang Kaeut,,VL705080800,xFTIj9tLPZt,,,,,,,"[104.488478,10.735091]",,,,,,VLVL705080800,,70508
Trapeang Reang,,VL705080900,EiXwqGnrdgP,,,,,,,"[104.386116,10.783778]",,,,,,VLVL705080900,,70509
Antong Baek,,VL705090100,EiXwqGnrdgP,,,,,,,"[104.387046,10.744359]",,,,,,VLVL705090100,,70509
Snao Touch,,VL705090200,EiXwqGnrdgP,,,,,,,"[104.395604,10.763756]",,,,,,VLVL705090200,,70509
Ponley,,VL705090300,EiXwqGnrdgP,,,,,,,"[104.41622,10.772939]",,,,,,VLVL705090300,,70509
Bar Knong,,VL705090400,EiXwqGnrdgP,,,,,,,"[104.374278,10.758179]",,,,,,VLVL705090400,,70509
Trapeang Seh,,VL705090500,cTxb52NpLKR,,,,,,,"[104.365469,10.762909]",,,,,,VLVL705090500,,70510
Baeun,,VL705100100,cTxb52NpLKR,,,,,,,"[104.348898,10.745448]",,,,,,VLVL705100100,,70510
Damnak Ampil,,VL705100200,cTxb52NpLKR,,,,,,,"[104.331576,10.762087]",,,,,,VLVL705100200,,70510
L'ang,,VL705100300,cTxb52NpLKR,,,,,,,"[104.339004,10.727774]",,,,,,VLVL705100300,,70510
Kaoh Tromung,,VL705100400,WToxbXY5z7A,,,,,,,"[104.503354,10.522178]",,,,,,VLVL705100400,,70601
Das Skor,,VL706010100,WToxbXY5z7A,,,,,,,"[104.490277,10.543591]",,,,,,VLVL706010100,,70601
Kaoh Makprang,,VL706010200,WToxbXY5z7A,,,,,,,"[104.523743,10.534301]",,,,,,VLVL706010200,,70601
Prey Tob,,VL706010300,WToxbXY5z7A,,,,,,,"[104.523641,10.540749]",,,,,,VLVL706010300,,70601
Kaoh Chamkar,,VL706010400,c9y9HJeHhul,,,,,,,"[104.509696,10.481861]",,,,,,VLVL706010400,,70602
Chres,,VL706020100,c9y9HJeHhul,,,,,,,"[104.523623,10.499274]",,,,,,VLVL706020100,,70602
Svay Ph'aem,,VL706020200,c9y9HJeHhul,,,,,,,"[104.495502,10.505923]",,,,,,VLVL706020200,,70602
Ou Slaeng,,VL706020300,vsuMXQvqPYW,,,,,,,"[104.457422,10.609846]",,,,,,VLVL706020300,,70603
Prey Kes,,VL706030100,vsuMXQvqPYW,,,,,,,"[104.469165,10.612281]",,,,,,VLVL706030100,,70603
Ou Popul,,VL706030200,vsuMXQvqPYW,,,,,,,"[104.484079,10.615308]",,,,,,VLVL706030200,,70603
Phnum Damrei,,VL706030300,vsuMXQvqPYW,,,,,,,"[104.476589,10.590489]",,,,,,VLVL706030300,,70603
Damnak Kantuot,,VL706030400,gCovxaaSFmF,,,,,,,"[104.461735,10.579683]",,,,,,VLVL706030400,,70604
Ou Roluos,,VL706040100,gCovxaaSFmF,,,,,,,"[104.470701,10.596213]",,,,,,VLVL706040100,,70604
Angkor Chey Ti Muoy,,VL706040200,gCovxaaSFmF,,,,,,,"[104.44948,10.59869]",,,,,,VLVL706040200,,70604
Angkor Chey Ti Pir,,VL706040300,gCovxaaSFmF,,,,,,,"[104.435279,10.605801]",,,,,,VLVL706040300,,70604
Trapeang Chrey,,VL706040400,gCovxaaSFmF,,,,,,,"[104.437876,10.565271]",,,,,,VLVL706040400,,70604
Kampong Trach Ti Muoy,,VL706040500,YAHom1W9L9d,,,,,,,"[104.466025,10.561793]",,,,,,VLVL706040500,,70605
Kaoh Khlout,,VL706050100,YAHom1W9L9d,,,,,,,"[104.469382,10.539216]",,,,,,VLVL706050100,,70605
Kaoh Ta Chan,,VL706050200,YAHom1W9L9d,,,,,,,"[104.458749,10.525677]",,,,,,VLVL706050200,,70605
Robang Kras,,VL706050300,YAHom1W9L9d,,,,,,,"[104.473714,10.523008]",,,,,,VLVL706050300,,70605
Kandal Tuol,,VL706050400,gOy8DbRQAsD,,,,,,,"[104.415102,10.543995]",,,,,,VLVL706050400,,70606
Angkrong,,VL706060100,gOy8DbRQAsD,,,,,,,"[104.431756,10.553277]",,,,,,VLVL706060100,,70606
Phnum Salei,,VL706060200,gOy8DbRQAsD,,,,,,,"[104.438203,10.551299]",,,,,,VLVL706060200,,70606
Daeum Char,,VL706060300,gOy8DbRQAsD,,,,,,,"[104.442967,10.550285]",,,,,,VLVL706060300,,70606
Kaoh Phdau,,VL706060400,gOy8DbRQAsD,,,,,,,"[104.444487,10.543686]",,,,,,VLVL706060400,,70606
Ou Chranieng,,VL706060500,gOy8DbRQAsD,,,,,,,"[104.459843,10.548054]",,,,,,VLVL706060500,,70606
Kampong Trach Ti Pir,,VL706060600,gOy8DbRQAsD,,,,,,,"[104.456792,10.55778]",,,,,,VLVL706060600,,70606
Prey Koek,,VL706060700,F78MZOt1cXB,,,,,,,"[104.509658,10.609416]",,,,,,VLVL706060700,,70607
Phnum Khyang,,VL706070100,F78MZOt1cXB,,,,,,,"[104.512092,10.596949]",,,,,,VLVL706070100,,70607
Chroas Ta Saom,,VL706070200,F78MZOt1cXB,,,,,,,"[104.528678,10.594333]",,,,,,VLVL706070200,,70607
Chranieng Ter,,VL706070300,Jm8iOqcnxgR,,,,,,,"[104.514709,10.55999]",,,,,,VLVL706070300,,70608
Bangbat,,VL706080100,Jm8iOqcnxgR,,,,,,,"[104.517858,10.557173]",,,,,,VLVL706080100,,70608
Khleang Khang Cheung,,VL706080200,Jm8iOqcnxgR,,,,,,,"[104.525251,10.564139]",,,,,,VLVL706080200,,70608
Khleang Khang Tboung,,VL706080300,Jm8iOqcnxgR,,,,,,,"[104.523291,10.554884]",,,,,,VLVL706080300,,70608
Damnak Kralanh Khang Lech,,VL706080400,Jm8iOqcnxgR,,,,,,,"[104.540151,10.550903]",,,,,,VLVL706080400,,70608
Damnak Kralanh Khang Kaeut,,VL706080500,Jm8iOqcnxgR,,,,,,,"[104.55374,10.552388]",,,,,,VLVL706080500,,70608
Chong Suong,,VL706080600,Jm8iOqcnxgR,,,,,,,"[104.534628,10.546382]",,,,,,VLVL706080600,,70608
Daeum Pou,,VL706080700,eBabCygJlZA,,,,,,,"[104.509214,10.578603]",,,,,,VLVL706080700,,70609
Tiem Kanthaor,,VL706090100,eBabCygJlZA,,,,,,,"[104.503988,10.570962]",,,,,,VLVL706090100,,70609
Prey Totueng,,VL706090200,eBabCygJlZA,,,,,,,"[104.501754,10.573617]",,,,,,VLVL706090200,,70609
Snam Kur,,VL706090300,eBabCygJlZA,,,,,,,"[104.49356,10.570186]",,,,,,VLVL706090300,,70609
Boeng Thum Khang Lech,,VL706090400,eBabCygJlZA,,,,,,,"[104.480594,10.573366]",,,,,,VLVL706090400,,70609
Boeng Thum Khang Kaeut,,VL706090500,eBabCygJlZA,,,,,,,"[104.502132,10.560414]",,,,,,VLVL706090500,,70609
Preaek Kroes,,VL706090600,r00BHF7NWvE,,,,,,,"[104.577667,10.540211]",,,,,,VLVL706090600,,70612
Preaek Pruos,,VL706120100,r00BHF7NWvE,,,,,,,"[104.582807,10.517337]",,,,,,VLVL706120100,,70612
Leak Chea,,VL706120200,r00BHF7NWvE,,,,,,,"[104.565455,10.521899]",,,,,,VLVL706120200,,70612
Daeum Snay,,VL706120300,r00BHF7NWvE,,,,,,,"[104.568799,10.535777]",,,,,,VLVL706120300,,70612
Kaoh Ta Kov,,VL706120400,r00BHF7NWvE,,,,,,,"[104.551135,10.520694]",,,,,,VLVL706120400,,70612
Preah Trohueng,,VL706120500,r00BHF7NWvE,,,,,,,"[104.549314,10.497204]",,,,,,VLVL706120500,,70612
Kaoh Tnaot,,VL706120600,r00BHF7NWvE,,,,,,,"[104.552106,10.481191]",,,,,,VLVL706120600,,70612
Ruessei Srok,,VL706120700,hVIrUzE5vnU,,,,,,,"[104.476474,10.452461]",,,,,,VLVL706120700,,70613
Kaoh Snouk,,VL706130100,hVIrUzE5vnU,,,,,,,"[104.48127,10.507636]",,,,,,VLVL706130100,,70613
Thnong,,VL706130200,hVIrUzE5vnU,,,,,,,"[104.4643,10.502444]",,,,,,VLVL706130200,,70613
Anlong Thngan,,VL706130300,hVIrUzE5vnU,,,,,,,"[104.491764,10.47827]",,,,,,VLVL706130300,,70613
Thkov,,VL706130400,epVDZN78USq,,,,,,,"[104.454018,10.430049]",,,,,,VLVL706130400,,70614
Lok,,VL706140100,epVDZN78USq,,,,,,,"[104.437888,10.447376]",,,,,,VLVL706140100,,70614
Kaoh Kruesna,,VL706140200,epVDZN78USq,,,,,,,"[104.435471,10.455149]",,,,,,VLVL706140200,,70614
Trapeang Niel,,VL706140300,epVDZN78USq,,,,,,,"[104.455742,10.463143]",,,,,,VLVL706140300,,70614
Damnak Trabaek,,VL706140400,epVDZN78USq,,,,,,,"[104.456463,10.484425]",,,,,,VLVL706140400,,70614
Kampul Meas,,VL706140500,epVDZN78USq,,,,,,,"[104.45937,10.499415]",,,,,,VLVL706140500,,70614
Doung,,VL706140600,bxLoaqtDK39,,,,,,,"[104.451505,10.492357]",,,,,,VLVL706140600,,70615
Chheu Teal Roam,,VL706150100,bxLoaqtDK39,,,,,,,"[104.429817,10.499309]",,,,,,VLVL706150100,,70615
Bay Tea,,VL706150200,bxLoaqtDK39,,,,,,,"[104.433836,10.52028]",,,,,,VLVL706150200,,70615
Phnum Kngab,,VL706150300,bxLoaqtDK39,,,,,,,"[104.44049,10.499753]",,,,,,VLVL706150300,,70615
Kaoh Trach,,VL706150400,UNu6tFD1QB5,,,,,,,"[104.449679,10.471155]",,,,,,VLVL706150400,,70616
Kaoh Chhveang,,VL706160100,UNu6tFD1QB5,,,,,,,"[104.42553,10.47529]",,,,,,VLVL706160100,,70616
Ta Khvay,,VL706160200,UNu6tFD1QB5,,,,,,,"[104.430959,10.484163]",,,,,,VLVL706160200,,70616
Slab Ta Aon,,VL706160300,UNu6tFD1QB5,,,,,,,"[104.433209,10.468349]",,,,,,VLVL706160300,,70616
Svay Tong,,VL706160400,UNu6tFD1QB5,,,,,,,"[104.449047,10.48235]",,,,,,VLVL706160400,,70616
Roluos,,VL706160500,bo5hsAfKesd,,,,,,,"[104.116986,10.562981]",,,,,,VLVL706160500,,70701
Kaeb Thmei,,VL707010100,bo5hsAfKesd,,,,,,,"[104.135466,10.566406]",,,,,,VLVL707010100,,70701
Totueng Thngai,,VL707010200,bo5hsAfKesd,,,,,,,"[104.152735,10.581428]",,,,,,VLVL707010200,,70701
Trapeang Thum,,VL707010300,O0oO8RTcyRG,,,,,,,"[104.204414,10.613612]",,,,,,VLVL707010300,,70702
Chum Kriel,,VL707020100,O0oO8RTcyRG,,,,,,,"[104.199564,10.605181]",,,,,,VLVL707020100,,70702
Samraong,,VL707020200,O0oO8RTcyRG,,,,,,,"[104.197579,10.598556]",,,,,,VLVL707020200,,70702
Kampong Kandal,,VL707020300,O0oO8RTcyRG,,,,,,,"[104.196267,10.590034]",,,,,,VLVL707020300,,70702
Chrus Omal,,VL707020400,dhGAvyPz235,,,,,,,"[,]",,,,,,VLVL707020400,,70703
Andoung Chi Meun,,VL707030100,dhGAvyPz235,,,,,,,"[104.174453,10.680211]",,,,,,VLVL707030100,,70703
Prey Tnaot,,VL707030200,dhGAvyPz235,,,,,,,"[104.167507,10.65867]",,,,,,VLVL707030200,,70703
Kampong Kraeng,,VL707030300,dhGAvyPz235,,,,,,,"[104.174107,10.648993]",,,,,,VLVL707030300,,70703
Kampong Krang,,VL707030400,dhGAvyPz235,,,,,,,"[104.174549,10.6376]",,,,,,VLVL707030400,,70703
Makprang,,VL707030500,dhGAvyPz235,,,,,,,"[104.172678,10.629655]",,,,,,VLVL707030500,,70703
Trapeang Kanhchhaet,,VL707030600,rVttIeP3Xa4,,,,,,,"[104.211825,10.625252]",,,,,,VLVL707030600,,70704
Kampong Samraong Khang Cheung,,VL707040100,rVttIeP3Xa4,,,,,,,"[104.218018,10.623802]",,,,,,VLVL707040100,,70704
Kampong Samraong Khang Tboung,,VL707040200,rVttIeP3Xa4,,,,,,,"[104.221921,10.620384]",,,,,,VLVL707040200,,70704
Bos Trâbêk,,VL707040300,rVttIeP3Xa4,,,,,,,"[,]",,,,,,VLVL707040300,,70704
Phnum Touch,,VL707040700,MwhgtF91iwT,,,,,,,"[104.25732,10.683431]",,,,,,VLVL707040700,,70705
Anlong Kokir,,VL707050100,MwhgtF91iwT,,,,,,,"[104.234655,10.649725]",,,,,,VLVL707050100,,70705
Tuek Kraham,,VL707050200,MwhgtF91iwT,,,,,,,"[104.251243,10.670638]",,,,,,VLVL707050200,,70705
Mean Ritth,,VL707050300,MwhgtF91iwT,,,,,,,"[104.264273,10.647418]",,,,,,VLVL707050300,,70705
Damnak Trach,,VL707050400,MwhgtF91iwT,,,,,,,"[104.320237,10.666717]",,,,,,VLVL707050400,,70705
Kilou Dabpir,,VL707050500,xdpSZJo11L5,,,,,,,"[104.08716,10.558095]",,,,,,VLVL707050500,,70707
Kilou Dabpir (M),,VL707070100,xdpSZJo11L5,,,,,,,"[104.08716,10.558095]",,,,,,VLVL707070100,,70707
Preaek Chek,,VL707070101,xdpSZJo11L5,,,,,,,"[104.06961,10.555765]",,,,,,VLVL707070101,,70707
Kandal,,VL707070200,xdpSZJo11L5,,,,,,,"[104.064638,10.558725]",,,,,,VLVL707070200,,70707
Preaek Ampil,,VL707070300,xdpSZJo11L5,,,,,,,"[104.049624,10.552097]",,,,,,VLVL707070300,,70707
Preaek Ampil (M),,VL707070400,xdpSZJo11L5,,,,,,,"[104.049624,10.552097]",,,,,,VLVL707070400,,70707
Bos Nhinh,,VL707070401,FnUB9lYOqXA,,,,,,,"[104.281502,10.606554]",,,,,,VLVL707070401,,70708
Koun Satv,,VL707080100,FnUB9lYOqXA,,,,,,,"[104.27657,10.596948]",,,,,,VLVL707080100,,70708
Kampong Nong,,VL707080200,FnUB9lYOqXA,,,,,,,"[104.266139,10.581703]",,,,,,VLVL707080200,,70708
Kampong Tnaot,,VL707080300,FnUB9lYOqXA,,,,,,,"[104.263178,10.570275]",,,,,,VLVL707080300,,70708
Dob Sralao,,VL707080400,FnUB9lYOqXA,,,,,,,"[104.317991,10.623219]",,,,,,VLVL707080400,,70708
Dob Sralao (M),,VL707080500,FnUB9lYOqXA,,,,,,,"[104.317991,10.623219]",,,,,,VLVL707080500,,70708
O Thom,,VL707080501,FnUB9lYOqXA,,,,,,,"[104.342174,10.600146]",,,,,,VLVL707080501,,70708
O Thom (M),,VL707080600,FnUB9lYOqXA,,,,,,,"[104.342174,10.600146]",,,,,,VLVL707080600,,70708
Trapeang Kak,,VL707080601,FnUB9lYOqXA,,,,,,,"[104.31282,10.613568]",,,,,,VLVL707080601,,70708
O Chort,,VL707080700,FnUB9lYOqXA,,,,,,,"[104.342174,10.600146]",,,,,,VLVL707080700,,70708
Veal Tamao,,VL707080800,FnUB9lYOqXA,,,,,,,"[104.290514,10.617742]",,,,,,VLVL707080800,,70708
Veal Tamao (M),,VL707080900,FnUB9lYOqXA,,,,,,,"[104.290514,10.617742]",,,,,,VLVL707080900,,70708
Snam Prampir,,VL707080901,uzUXSYp6tAK,,,,,,,"[104.150591,10.669476]",,,,,,VLVL707080901,,70709
Snam Prampir (M),,VL707090100,uzUXSYp6tAK,,,,,,,"[104.150591,10.669476]",,,,,,VLVL707090100,,70709
Bat Kbal Damrei,,VL707090101,uzUXSYp6tAK,,,,,,,"[104.159492,10.671038]",,,,,,VLVL707090101,,70709
Moat Peam,,VL707090200,uzUXSYp6tAK,,,,,,,"[104.154168,10.655379]",,,,,,VLVL707090200,,70709
Moat Peam (M),,VL707090300,uzUXSYp6tAK,,,,,,,"[104.154168,10.655379]",,,,,,VLVL707090300,,70709
Srê Nong,,VL707090301,uzUXSYp6tAK,,,,,,,"[104.144746,10.659819]",,,,,,VLVL707090301,,70709
Trapeang Ropov,,VL707090400,yhVYs6liwF9,,,,,,,"[103.930778,10.610929]",,,,,,VLVL707090400,,70711
Preaek Kraeng,,VL707110100,yhVYs6liwF9,,,,,,,"[103.955175,10.610912]",,,,,,VLVL707110100,,70711
Preaek Tnaot,,VL707110200,yhVYs6liwF9,,,,,,,"[103.956468,10.596203]",,,,,,VLVL707110200,,70711
Changhaon,,VL707110300,yhVYs6liwF9,,,,,,,"[103.99508,10.572636]",,,,,,VLVL707110300,,70711
Prey Kump,,VL707110400,eiE7cYtL339,,,,,,,"[104.202122,10.633909]",,,,,,VLVL707110400,,70712
Boeng Ta Roung,,VL707120100,eiE7cYtL339,,,,,,,"[104.182337,10.637801]",,,,,,VLVL707120100,,70712
Prey Khmum,,VL707120200,eiE7cYtL339,,,,,,,"[104.196459,10.66664]",,,,,,VLVL707120200,,70712
Voat Angk,,VL707120300,eiE7cYtL339,,,,,,,"[104.193561,10.694314]",,,,,,VLVL707120300,,70712
Moha Prum,,VL707120400,eiE7cYtL339,,,,,,,"[104.230601,10.805839]",,,,,,VLVL707120400,,70712
Moha Prum (M),,VL707120500,eiE7cYtL339,,,,,,,"[104.230601,10.805839]",,,,,,VLVL707120500,,70712
Chakkrei Ting,,VL707120501,umet04Eb9kw,,,,,,,"[104.252932,10.694146]",,,,,,VLVL707120501,,70713
Damnak Luong,,VL707130100,umet04Eb9kw,,,,,,,"[104.268861,10.701852]",,,,,,VLVL707130100,,70713
Prey Thnang,,VL707130200,umet04Eb9kw,,,,,,,"[104.270707,10.705872]",,,,,,VLVL707130200,,70713
Tvear Thmei,,VL707130300,umet04Eb9kw,,,,,,,"[104.292122,10.714359]",,,,,,VLVL707130300,,70713
Chbar Ampov,,VL707130400,umet04Eb9kw,,,,,,,"[104.270463,10.758269]",,,,,,VLVL707130400,,70713
Kampong Chen,,VL707130500,QF5D3qNYQtB,,,,,,,"[104.187073,10.730805]",,,,,,VLVL707130500,,70715
Kampong Chen (M),,VL707150100,QF5D3qNYQtB,,,,,,,"[104.187073,10.730805]",,,,,,VLVL707150100,,70715
Trapeang Kak,,VL707150101,QF5D3qNYQtB,,,,,,,"[104.18112,10.730509]",,,,,,VLVL707150101,,70715
Trapeang Kak (M),,VL707150200,QF5D3qNYQtB,,,,,,,"[104.18112,10.730509]",,,,,,VLVL707150200,,70715
Doung,,VL707150201,QF5D3qNYQtB,,,,,,,"[104.172431,10.717708]",,,,,,VLVL707150201,,70715
Doung (M),,VL707150300,QF5D3qNYQtB,,,,,,,"[104.172431,10.717708]",,,,,,VLVL707150300,,70715
Mlich Kol,,VL707150301,QF5D3qNYQtB,,,,,,,"[104.166895,10.702166]",,,,,,VLVL707150301,,70715
Anlong Makprang,,VL707150400,QF5D3qNYQtB,,,,,,,"[104.161688,10.710454]",,,,,,VLVL707150400,,70715
Anlong Makprang (M),,VL707150500,QF5D3qNYQtB,,,,,,,"[104.161688,10.710454]",,,,,,VLVL707150500,,70715
Anlong Meakprang Cheung,,VL707150501,QF5D3qNYQtB,,,,,,,"[,]",,,,,,VLVL707150501,,70715
Kampong Chen Tbong,,VL707150600,QF5D3qNYQtB,,,,,,,"[,]",,,,,,VLVL707150600,,70715
Veal Tbiek,,VL707150700,QF5D3qNYQtB,,,,,,,"[,]",,,,,,VLVL707150700,,70715
Damrei Phong,,VL707150800,QF5D3qNYQtB,,,,,,,"[104.212329,10.772577]",,,,,,VLVL707150800,,70715
Damrei Phong (M),,VL707150900,QF5D3qNYQtB,,,,,,,"[104.212329,10.772577]",,,,,,VLVL707150900,,70715
Trapeng Tbeng,,VL707150901,QF5D3qNYQtB,,,,,,,"[,]",,,,,,VLVL707150901,,70715
Anlong Sla,,VL707151000,QF5D3qNYQtB,,,,,,,"[,]",,,,,,VLVL707151000,,70715
Thma Bao,,VL707151100,QF5D3qNYQtB,,,,,,,"[,]",,,,,,VLVL707151100,,70715
Kor,,VL707151200,QF5D3qNYQtB,,,,,,,"[0,0]",,,,,,VLVL707151200,,70715
Trasek Kaong,,VL707151300,qyCzwJ0tbtE,,,,,,,"[104.23201,10.66531]",,,,,,VLVL707151300,,70716
Trapeang Chrab,,VL707160100,qyCzwJ0tbtE,,,,,,,"[104.238382,10.684289]",,,,,,VLVL707160100,,70716
Thmei,,VL707160200,qyCzwJ0tbtE,,,,,,,"[104.223226,10.675263]",,,,,,VLVL707160200,,70716
Voat Pou,,VL707160300,qyCzwJ0tbtE,,,,,,,"[104.200373,10.670023]",,,,,,VLVL707160300,,70716
Doun Soy,,VL707160400,qyCzwJ0tbtE,,,,,,,"[104.230249,10.768924]",,,,,,VLVL707160400,,70716
Doun Soy (M),,VL707160500,qyCzwJ0tbtE,,,,,,,"[104.230249,10.768924]",,,,,,VLVL707160500,,70716
Kour Chen Leang,,VL707160501,qyCzwJ0tbtE,,,,,,,"[104.225841,10.740219]",,,,,,VLVL707160501,,70716
Kour Chen Leang (M),,VL707160600,qyCzwJ0tbtE,,,,,,,"[104.225841,10.740219]",,,,,,VLVL707160600,,70716
Ben,,VL707160601,qyCzwJ0tbtE,,,,,,,"[0,0]",,,,,,VLVL707160601,,70716
Ben (M),,VL707160700,qyCzwJ0tbtE,,,,,,,"[0,0]",,,,,,VLVL707160700,,70716
Trapeang Pring Khang Cheung,,VL707160701,I8alVIgZ5JD,,,,,,,"[104.262272,10.624172]",,,,,,VLVL707160701,,70717
Trapeang Pring Khang Tboung,,VL707170100,I8alVIgZ5JD,,,,,,,"[104.255799,10.609235]",,,,,,VLVL707170100,,70717
Bos Trabaek,,VL707170200,I8alVIgZ5JD,,,,,,,"[104.250437,10.626477]",,,,,,VLVL707170200,,70717
Angk,,VL707170300,I8alVIgZ5JD,,,,,,,"[104.241339,10.619953]",,,,,,VLVL707170300,,70717
Trapeang Sangkae,,VL707170400,S0PNDBDVImy,,,,,,,"[104.240705,10.606287]",,,,,,VLVL707170400,,70718
Kampong Kaes,,VL707180100,S0PNDBDVImy,,,,,,,"[104.242553,10.594372]",,,,,,VLVL707180100,,70718
Trapeang Thum,,VL707180200,S0PNDBDVImy,,,,,,,"[104.252219,10.596511]",,,,,,VLVL707180200,,70718
Trapeang Chrey,,VL707180300,HyVegw7P9f9,,,,,,,"[104.190023,10.631952]",,,,,,VLVL707180300,,70719
Krang,,VL707190100,HyVegw7P9f9,,,,,,,"[104.199291,10.614929]",,,,,,VLVL707190100,,70719
Trapeang Thum,,VL707190200,HyVegw7P9f9,,,,,,,"[104.203232,10.611132]",,,,,,VLVL707190200,,70719
